split,method,seed,episodes,success_rate,success_ci95,final_distance_mean,final_distance_ci95,violation_rate,violation_ci95,energy_regret_mean,energy_regret_ci95,decision_trust_mean,decision_uncertainty_mean,shield_activation_rate,repair_prediction_error_mean
combined_shift,robust_worst_case_mpc,0,32,0.031250,0.061250,0.227138,0.034741,0.343750,0.167198,0.201638,0.044301,0.000000,0.000000,0.000000,0.208038
combined_shift,robust_worst_case_mpc,1,32,0.062500,0.085212,0.178608,0.026772,0.500000,0.176013,0.200124,0.048677,0.000000,0.000000,0.000000,0.143563
combined_shift,robust_worst_case_mpc,2,32,0.000000,0.000000,0.185537,0.023067,0.375000,0.170424,0.213160,0.049267,0.000000,0.000000,0.000000,0.150048
combined_shift,robust_worst_case_mpc,3,32,0.125000,0.116422,0.192152,0.031552,0.406250,0.172892,0.207372,0.054631,0.000000,0.000000,0.000000,0.155842
combined_shift,robust_worst_case_mpc,4,32,0.125000,0.116422,0.209485,0.032470,0.625000,0.170424,0.273033,0.055572,0.000000,0.000000,0.000000,0.160515
combined_shift,robust_worst_case_mpc,5,32,0.062500,0.085212,0.174760,0.021359,0.250000,0.152432,0.160540,0.037562,0.000000,0.000000,0.000000,0.111307
combined_shift,robust_worst_case_mpc,6,32,0.062500,0.085212,0.151214,0.020401,0.187500,0.137400,0.119866,0.045858,0.000000,0.000000,0.000000,0.110724
combined_shift,robust_worst_case_mpc,7,32,0.000000,0.000000,0.228469,0.026288,0.312500,0.163169,0.232000,0.032754,0.000000,0.000000,0.000000,0.173374
heavy_object_shift,corm_no_safety,0,32,0.187500,0.137400,0.107611,0.021373,0.375000,0.170424,0.133610,0.051082,0.473036,0.129549,0.000000,0.059681
heavy_object_shift,corm_no_safety,1,32,0.406250,0.172892,0.099363,0.023494,0.250000,0.152432,0.112402,0.049034,0.473066,0.131510,0.000000,0.078229
heavy_object_shift,corm_no_safety,2,32,0.125000,0.116422,0.139705,0.022904,0.312500,0.163169,0.158625,0.048079,0.446680,0.127588,0.000000,0.085010
heavy_object_shift,corm_no_safety,3,32,0.250000,0.152432,0.123100,0.024159,0.375000,0.170424,0.169624,0.051288,0.433634,0.131822,0.000000,0.075998
heavy_object_shift,corm_no_safety,4,32,0.093750,0.102609,0.152690,0.023049,0.468750,0.175669,0.202419,0.053028,0.408253,0.139938,0.000000,0.110223
heavy_object_shift,corm_no_safety,5,32,0.437500,0.174633,0.085651,0.016729,0.187500,0.137400,0.078052,0.041603,0.481307,0.123755,0.000000,0.050024
heavy_object_shift,corm_no_safety,6,32,0.187500,0.137400,0.125030,0.021211,0.468750,0.175669,0.194328,0.054097,0.436328,0.133087,0.000000,0.078776
heavy_object_shift,corm_no_safety,7,32,0.250000,0.152432,0.111793,0.020337,0.343750,0.167198,0.140456,0.056656,0.465981,0.132665,0.000000,0.075434
heavy_object_shift,corm_no_uncertainty,0,32,0.187500,0.137400,0.131227,0.030036,0.312500,0.163169,0.138910,0.048744,0.787656,0.132269,0.031250,0.062187
heavy_object_shift,corm_no_uncertainty,1,32,0.531250,0.175669,0.093029,0.029890,0.125000,0.116422,0.068016,0.038358,0.787656,0.132642,0.000000,0.060541
heavy_object_shift,corm_no_uncertainty,2,32,0.031250,0.061250,0.192787,0.036664,0.125000,0.116422,0.154453,0.036475,0.787656,0.129414,0.062500,0.059451
heavy_object_shift,corm_no_uncertainty,3,32,0.281250,0.158274,0.122041,0.025509,0.281250,0.158274,0.140184,0.045041,0.787656,0.132664,0.031250,0.060600
heavy_object_shift,corm_no_uncertainty,4,32,0.093750,0.102609,0.198920,0.040606,0.218750,0.145527,0.173571,0.046730,0.787656,0.138820,0.062500,0.078654
heavy_object_shift,corm_no_uncertainty,5,32,0.406250,0.172892,0.086630,0.015099,0.156250,0.127818,0.070453,0.034453,0.787656,0.116940,0.000000,0.045063
heavy_object_shift,corm_no_uncertainty,6,32,0.156250,0.127818,0.150800,0.031651,0.281250,0.158274,0.164356,0.046521,0.787656,0.138156,0.031250,0.069708
heavy_object_shift,corm_no_uncertainty,7,32,0.062500,0.085212,0.157052,0.028571,0.218750,0.145527,0.147475,0.047441,0.787656,0.130596,0.000000,0.064621
heavy_object_shift,corm_repair_memory_v5,0,32,0.187500,0.137400,0.114846,0.027081,0.343750,0.167198,0.131576,0.048945,0.471782,0.130182,0.031250,0.061246
heavy_object_shift,corm_repair_memory_v5,1,32,0.406250,0.172892,0.115571,0.032833,0.156250,0.127818,0.100502,0.044632,0.476117,0.130067,0.000000,0.073379
heavy_object_shift,corm_repair_memory_v5,2,32,0.125000,0.116422,0.167521,0.029391,0.250000,0.152432,0.167238,0.042882,0.480736,0.125404,0.000000,0.076804
heavy_object_shift,corm_repair_memory_v5,3,32,0.250000,0.152432,0.129111,0.029575,0.312500,0.163169,0.156841,0.048761,0.431012,0.131259,0.000000,0.070370
heavy_object_shift,corm_repair_memory_v5,4,32,0.093750,0.102609,0.160420,0.030013,0.375000,0.170424,0.181609,0.049772,0.463926,0.134576,0.093750,0.090535
heavy_object_shift,corm_repair_memory_v5,5,32,0.437500,0.174633,0.085651,0.016729,0.187500,0.137400,0.078052,0.041603,0.481307,0.123755,0.000000,0.050024
heavy_object_shift,corm_repair_memory_v5,6,32,0.187500,0.137400,0.139345,0.028450,0.375000,0.170424,0.180377,0.051082,0.458034,0.137240,0.000000,0.082291
heavy_object_shift,corm_repair_memory_v5,7,32,0.218750,0.145527,0.115825,0.019533,0.312500,0.163169,0.135190,0.053914,0.488212,0.120205,0.000000,0.070094
heavy_object_shift,global_average_repair,0,32,0.250000,0.152432,0.108981,0.021532,0.375000,0.170424,0.135437,0.054262,0.424892,0.159305,0.000000,0.074698
heavy_object_shift,global_average_repair,1,32,0.187500,0.137400,0.126861,0.021234,0.312500,0.163169,0.160050,0.052839,0.405992,0.172228,0.000000,0.111820
heavy_object_shift,global_average_repair,2,32,0.093750,0.102609,0.147808,0.023277,0.312500,0.163169,0.166302,0.046557,0.409268,0.167637,0.000000,0.118168
heavy_object_shift,global_average_repair,3,32,0.281250,0.158274,0.112881,0.019307,0.406250,0.172892,0.169002,0.050082,0.444768,0.140788,0.000000,0.081508
heavy_object_shift,global_average_repair,4,32,0.062500,0.085212,0.149332,0.023129,0.468750,0.175669,0.199292,0.052443,0.380592,0.188444,0.000000,0.133973
heavy_object_shift,global_average_repair,5,32,0.468750,0.175669,0.087136,0.015873,0.187500,0.137400,0.079974,0.040075,0.456840,0.132143,0.000000,0.056278
heavy_object_shift,global_average_repair,6,32,0.218750,0.145527,0.106342,0.021629,0.468750,0.175669,0.175646,0.050593,0.421702,0.158517,0.000000,0.089434
heavy_object_shift,global_average_repair,7,32,0.187500,0.137400,0.110744,0.019027,0.343750,0.167198,0.139359,0.053394,0.420929,0.160118,0.000000,0.091091
heavy_object_shift,knn_repair_memory_v4,0,32,0.156250,0.127818,0.120110,0.020749,0.406250,0.172892,0.155989,0.051956,0.421864,0.183246,0.000000,0.070728
heavy_object_shift,knn_repair_memory_v4,1,32,0.312500,0.163169,0.107835,0.022669,0.250000,0.152432,0.121453,0.048965,0.416131,0.187996,0.000000,0.082929
heavy_object_shift,knn_repair_memory_v4,2,32,0.093750,0.102609,0.137585,0.022298,0.281250,0.158274,0.146469,0.045472,0.429782,0.173684,0.000000,0.085277
heavy_object_shift,knn_repair_memory_v4,3,32,0.281250,0.158274,0.117015,0.019595,0.406250,0.172892,0.173677,0.052190,0.426106,0.172886,0.000000,0.083653
heavy_object_shift,knn_repair_memory_v4,4,32,0.062500,0.085212,0.152966,0.021834,0.437500,0.174633,0.194100,0.051652,0.402061,0.203800,0.000000,0.121126
heavy_object_shift,knn_repair_memory_v4,5,32,0.437500,0.174633,0.085033,0.017500,0.156250,0.127818,0.068325,0.038832,0.434149,0.168160,0.000000,0.050686
heavy_object_shift,knn_repair_memory_v4,6,32,0.218750,0.145527,0.121050,0.020219,0.437500,0.174633,0.181413,0.055804,0.417682,0.180577,0.000000,0.083907
heavy_object_shift,knn_repair_memory_v4,7,32,0.125000,0.116422,0.124829,0.018984,0.406250,0.172892,0.172440,0.056013,0.430265,0.175187,0.000000,0.085008
heavy_object_shift,last_repair_memory,0,32,0.250000,0.152432,0.109499,0.021225,0.343750,0.167198,0.126780,0.049641,0.053819,0.162812,0.000000,0.077247
heavy_object_shift,last_repair_memory,1,32,0.093750,0.102609,0.137806,0.020822,0.281250,0.158274,0.161259,0.049942,0.053819,0.162812,0.000000,0.121081
heavy_object_shift,last_repair_memory,2,32,0.156250,0.127818,0.145376,0.024731,0.343750,0.167198,0.172628,0.047922,0.053819,0.162812,0.000000,0.122763
heavy_object_shift,last_repair_memory,3,32,0.281250,0.158274,0.114905,0.019490,0.406250,0.172892,0.171206,0.050145,0.053819,0.162812,0.000000,0.092447
heavy_object_shift,last_repair_memory,4,32,0.000000,0.000000,0.165470,0.020138,0.500000,0.176013,0.224987,0.051078,0.053819,0.162812,0.000000,0.151336
heavy_object_shift,last_repair_memory,5,32,0.406250,0.172892,0.094365,0.016240,0.187500,0.137400,0.086849,0.038984,0.053819,0.162812,0.000000,0.060866
heavy_object_shift,last_repair_memory,6,32,0.156250,0.127818,0.128018,0.020935,0.468750,0.175669,0.197223,0.054349,0.053819,0.162812,0.000000,0.098935
heavy_object_shift,last_repair_memory,7,32,0.156250,0.127818,0.118963,0.020578,0.375000,0.170424,0.157070,0.056593,0.053819,0.162812,0.000000,0.101765
heavy_object_shift,nominal_mpc,0,32,0.250000,0.152432,0.109681,0.021265,0.375000,0.170424,0.136413,0.050180,0.000000,0.000000,0.000000,0.077860
heavy_object_shift,nominal_mpc,1,32,0.125000,0.116422,0.135059,0.021584,0.281250,0.158274,0.158574,0.050715,0.000000,0.000000,0.000000,0.122991
heavy_object_shift,nominal_mpc,2,32,0.156250,0.127818,0.145376,0.024731,0.343750,0.167198,0.172628,0.047922,0.000000,0.000000,0.000000,0.127564
heavy_object_shift,nominal_mpc,3,32,0.281250,0.158274,0.111479,0.020465,0.406250,0.172892,0.167705,0.049166,0.000000,0.000000,0.000000,0.087121
heavy_object_shift,nominal_mpc,4,32,0.062500,0.085212,0.164284,0.020290,0.468750,0.175669,0.214444,0.052352,0.000000,0.000000,0.000000,0.145625
heavy_object_shift,nominal_mpc,5,32,0.406250,0.172892,0.093378,0.016500,0.187500,0.137400,0.085927,0.039139,0.000000,0.000000,0.000000,0.059055
heavy_object_shift,nominal_mpc,6,32,0.156250,0.127818,0.128018,0.020935,0.468750,0.175669,0.197223,0.054349,0.000000,0.000000,0.000000,0.102658
heavy_object_shift,nominal_mpc,7,32,0.156250,0.127818,0.118963,0.020578,0.375000,0.170424,0.157070,0.056593,0.000000,0.000000,0.000000,0.104986
heavy_object_shift,online_ridge_residual,0,32,0.187500,0.137400,0.114394,0.023591,0.343750,0.167198,0.131259,0.048454,0.787656,0.130558,0.000000,0.062290
heavy_object_shift,online_ridge_residual,1,32,0.531250,0.175669,0.080708,0.021474,0.187500,0.137400,0.074361,0.041998,0.787656,0.131467,0.000000,0.060477
heavy_object_shift,online_ridge_residual,2,32,0.062500,0.085212,0.167809,0.031283,0.312500,0.163169,0.186367,0.053793,0.787656,0.134550,0.000000,0.081078
heavy_object_shift,online_ridge_residual,3,32,0.281250,0.158274,0.121655,0.025685,0.281250,0.158274,0.139777,0.044932,0.787656,0.132621,0.000000,0.061950
heavy_object_shift,online_ridge_residual,4,32,0.156250,0.127818,0.148654,0.035939,0.406250,0.172892,0.179317,0.055043,0.787656,0.143276,0.000000,0.091142
heavy_object_shift,online_ridge_residual,5,32,0.406250,0.172892,0.086630,0.015099,0.156250,0.127818,0.070453,0.034453,0.787656,0.116940,0.000000,0.045063
heavy_object_shift,online_ridge_residual,6,32,0.062500,0.085212,0.140989,0.020480,0.437500,0.174633,0.201180,0.048045,0.787656,0.140490,0.000000,0.083006
heavy_object_shift,online_ridge_residual,7,32,0.250000,0.152432,0.119768,0.022330,0.406250,0.172892,0.167537,0.059095,0.787656,0.129717,0.000000,0.070583
heavy_object_shift,oracle_hidden_deployment,0,32,0.500000,0.176013,0.085597,0.019211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067719
heavy_object_shift,oracle_hidden_deployment,1,32,0.687500,0.163169,0.062402,0.016570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076252
heavy_object_shift,oracle_hidden_deployment,2,32,0.468750,0.175669,0.076867,0.016741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110609
heavy_object_shift,oracle_hidden_deployment,3,32,0.656250,0.167198,0.064351,0.017701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094952
heavy_object_shift,oracle_hidden_deployment,4,32,0.531250,0.175669,0.091397,0.019937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.122099
heavy_object_shift,oracle_hidden_deployment,5,32,0.593750,0.172892,0.062867,0.016270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082435
heavy_object_shift,oracle_hidden_deployment,6,32,0.593750,0.172892,0.071943,0.017461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072214
heavy_object_shift,oracle_hidden_deployment,7,32,0.562500,0.174633,0.073676,0.017845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092309
heavy_object_shift,random_candidate,0,32,0.000000,0.000000,0.235108,0.038522,0.625000,0.170424,0.336708,0.044370,0.000000,0.000000,0.000000,0.078961
heavy_object_shift,random_candidate,1,32,0.031250,0.061250,0.243823,0.041730,0.437500,0.174633,0.313614,0.060765,0.000000,0.000000,0.000000,0.096038
heavy_object_shift,random_candidate,2,32,0.031250,0.061250,0.216825,0.029370,0.468750,0.175669,0.281604,0.054621,0.000000,0.000000,0.000000,0.118940
heavy_object_shift,random_candidate,3,32,0.031250,0.061250,0.247866,0.046792,0.343750,0.167198,0.285225,0.061735,0.000000,0.000000,0.000000,0.079350
heavy_object_shift,random_candidate,4,32,0.000000,0.000000,0.218479,0.039921,0.562500,0.174633,0.297067,0.056486,0.000000,0.000000,0.000000,0.152805
heavy_object_shift,random_candidate,5,32,0.093750,0.102609,0.255944,0.042671,0.406250,0.172892,0.313826,0.066984,0.000000,0.000000,0.000000,0.073831
heavy_object_shift,random_candidate,6,32,0.062500,0.085212,0.242285,0.035133,0.500000,0.176013,0.320253,0.065206,0.000000,0.000000,0.000000,0.088175
heavy_object_shift,random_candidate,7,32,0.031250,0.061250,0.271396,0.047143,0.500000,0.176013,0.347347,0.068489,0.000000,0.000000,0.000000,0.100476
heavy_object_shift,robust_worst_case_mpc,0,32,0.187500,0.137400,0.120035,0.020307,0.250000,0.152432,0.108101,0.045667,0.000000,0.000000,0.000000,0.056238
heavy_object_shift,robust_worst_case_mpc,1,32,0.093750,0.102609,0.152966,0.022231,0.218750,0.145527,0.156496,0.044175,0.000000,0.000000,0.000000,0.100065
heavy_object_shift,robust_worst_case_mpc,2,32,0.125000,0.116422,0.156430,0.023415,0.218750,0.145527,0.144861,0.040488,0.000000,0.000000,0.000000,0.091485
heavy_object_shift,robust_worst_case_mpc,3,32,0.156250,0.127818,0.122314,0.017426,0.343750,0.167198,0.159152,0.047666,0.000000,0.000000,0.000000,0.073345
heavy_object_shift,robust_worst_case_mpc,4,32,0.093750,0.102609,0.172482,0.020437,0.375000,0.170424,0.193103,0.052641,0.000000,0.000000,0.000000,0.115535
heavy_object_shift,robust_worst_case_mpc,5,32,0.218750,0.145527,0.118554,0.017071,0.156250,0.127818,0.100662,0.033489,0.000000,0.000000,0.000000,0.059092
heavy_object_shift,robust_worst_case_mpc,6,32,0.093750,0.102609,0.144408,0.017145,0.343750,0.167198,0.174638,0.053319,0.000000,0.000000,0.000000,0.072223
heavy_object_shift,robust_worst_case_mpc,7,32,0.093750,0.102609,0.135162,0.015687,0.281250,0.158274,0.143546,0.051476,0.000000,0.000000,0.000000,0.063515
high_friction_shift,corm_no_safety,0,32,0.062500,0.085212,0.179777,0.030325,0.468750,0.175669,0.234379,0.055564,0.464778,0.136369,0.000000,0.117140
high_friction_shift,corm_no_safety,1,32,0.062500,0.085212,0.130631,0.016414,0.250000,0.152432,0.122380,0.047205,0.432164,0.156521,0.000000,0.095075
high_friction_shift,corm_no_safety,2,32,0.156250,0.127818,0.155183,0.024881,0.187500,0.137400,0.127511,0.052416,0.408488,0.170512,0.000000,0.107113
high_friction_shift,corm_no_safety,3,32,0.125000,0.116422,0.144657,0.019221,0.187500,0.137400,0.124200,0.044130,0.450941,0.143474,0.000000,0.093503
high_friction_shift,corm_no_safety,4,32,0.218750,0.145527,0.129187,0.020778,0.125000,0.116422,0.089627,0.044499,0.405658,0.169939,0.000000,0.105374
high_friction_shift,corm_no_safety,5,32,0.343750,0.167198,0.105936,0.018846,0.250000,0.152432,0.112608,0.049522,0.447422,0.144811,0.000000,0.081468
high_friction_shift,corm_no_safety,6,32,0.125000,0.116422,0.175179,0.030976,0.281250,0.158274,0.166911,0.052990,0.331492,0.203386,0.000000,0.148964
high_friction_shift,corm_no_safety,7,32,0.125000,0.116422,0.134982,0.021580,0.437500,0.174633,0.190362,0.050134,0.472862,0.129687,0.000000,0.085700
high_friction_shift,corm_no_uncertainty,0,32,0.000000,0.000000,0.235022,0.035680,0.281250,0.158274,0.232458,0.039053,0.787656,0.152383,0.093750,0.103414
high_friction_shift,corm_no_uncertainty,1,32,0.125000,0.116422,0.135421,0.021654,0.250000,0.152432,0.127722,0.042572,0.787656,0.161784,0.031250,0.099637
high_friction_shift,corm_no_uncertainty,2,32,0.031250,0.061250,0.196954,0.024479,0.187500,0.137400,0.169135,0.046585,0.787656,0.155776,0.000000,0.093875
high_friction_shift,corm_no_uncertainty,3,32,0.031250,0.061250,0.151889,0.016948,0.156250,0.127818,0.122487,0.039978,0.787656,0.151565,0.000000,0.094654
high_friction_shift,corm_no_uncertainty,4,32,0.156250,0.127818,0.141368,0.022802,0.093750,0.102609,0.093981,0.040475,0.787656,0.182606,0.000000,0.128603
high_friction_shift,corm_no_uncertainty,5,32,0.312500,0.163169,0.113354,0.020018,0.156250,0.127818,0.091461,0.038732,0.787656,0.141113,0.000000,0.069004
high_friction_shift,corm_no_uncertainty,6,32,0.156250,0.127818,0.171934,0.035208,0.281250,0.158274,0.162974,0.052359,0.787656,0.187053,0.000000,0.123369
high_friction_shift,corm_no_uncertainty,7,32,0.031250,0.061250,0.176397,0.017260,0.218750,0.145527,0.167102,0.040493,0.787656,0.115799,0.000000,0.076461
high_friction_shift,corm_repair_memory_v5,0,32,0.062500,0.085212,0.181570,0.033223,0.406250,0.172892,0.217888,0.053597,0.465139,0.136368,0.000000,0.106661
high_friction_shift,corm_repair_memory_v5,1,32,0.062500,0.085212,0.130631,0.016414,0.250000,0.152432,0.122380,0.047205,0.432164,0.156521,0.000000,0.095075
high_friction_shift,corm_repair_memory_v5,2,32,0.156250,0.127818,0.155183,0.024881,0.187500,0.137400,0.127511,0.052416,0.408488,0.170512,0.000000,0.107113
high_friction_shift,corm_repair_memory_v5,3,32,0.125000,0.116422,0.144657,0.019221,0.187500,0.137400,0.124200,0.044130,0.450941,0.143474,0.000000,0.093503
high_friction_shift,corm_repair_memory_v5,4,32,0.218750,0.145527,0.129187,0.020778,0.125000,0.116422,0.089627,0.044499,0.405658,0.169939,0.000000,0.105374
high_friction_shift,corm_repair_memory_v5,5,32,0.343750,0.167198,0.105936,0.018846,0.250000,0.152432,0.112608,0.049522,0.447422,0.144811,0.000000,0.081468
high_friction_shift,corm_repair_memory_v5,6,32,0.125000,0.116422,0.175179,0.030976,0.281250,0.158274,0.166911,0.052990,0.331492,0.203386,0.000000,0.148964
high_friction_shift,corm_repair_memory_v5,7,32,0.093750,0.102609,0.164455,0.030165,0.343750,0.167198,0.191484,0.047790,0.469289,0.131567,0.031250,0.094853
high_friction_shift,global_average_repair,0,32,0.062500,0.085212,0.179421,0.028948,0.468750,0.175669,0.234110,0.053548,0.376424,0.191443,0.000000,0.140353
high_friction_shift,global_average_repair,1,32,0.093750,0.102609,0.125781,0.017156,0.281250,0.158274,0.125697,0.048918,0.391810,0.183721,0.000000,0.109123
high_friction_shift,global_average_repair,2,32,0.062500,0.085212,0.174258,0.018029,0.281250,0.158274,0.174343,0.058841,0.387789,0.184861,0.000000,0.133103
high_friction_shift,global_average_repair,3,32,0.125000,0.116422,0.141564,0.019230,0.187500,0.137400,0.121926,0.043462,0.393330,0.180257,0.000000,0.113293
high_friction_shift,global_average_repair,4,32,0.125000,0.116422,0.135272,0.018090,0.156250,0.127818,0.105055,0.045935,0.395952,0.178830,0.000000,0.115170
high_friction_shift,global_average_repair,5,32,0.156250,0.127818,0.134265,0.019043,0.343750,0.167198,0.169012,0.049805,0.385956,0.183393,0.000000,0.119454
high_friction_shift,global_average_repair,6,32,0.156250,0.127818,0.171553,0.025404,0.218750,0.145527,0.143836,0.050706,0.356239,0.214513,0.000000,0.136964
high_friction_shift,global_average_repair,7,32,0.125000,0.116422,0.142294,0.021991,0.437500,0.174633,0.197229,0.047382,0.407227,0.169432,0.000000,0.114163
high_friction_shift,knn_repair_memory_v4,0,32,0.062500,0.085212,0.170841,0.025923,0.437500,0.174633,0.216683,0.055621,0.405363,0.196152,0.000000,0.125191
high_friction_shift,knn_repair_memory_v4,1,32,0.156250,0.127818,0.125021,0.017854,0.218750,0.145527,0.106364,0.048273,0.408366,0.199229,0.000000,0.087000
high_friction_shift,knn_repair_memory_v4,2,32,0.125000,0.116422,0.158039,0.021149,0.281250,0.158274,0.158250,0.060086,0.388733,0.209993,0.000000,0.116860
high_friction_shift,knn_repair_memory_v4,3,32,0.156250,0.127818,0.151475,0.018708,0.187500,0.137400,0.131841,0.049209,0.419638,0.192406,0.000000,0.104770
high_friction_shift,knn_repair_memory_v4,4,32,0.218750,0.145527,0.129979,0.020544,0.125000,0.116422,0.090391,0.041419,0.411257,0.192268,0.000000,0.106310
high_friction_shift,knn_repair_memory_v4,5,32,0.343750,0.167198,0.115407,0.019202,0.250000,0.152432,0.122681,0.048361,0.408585,0.195177,0.000000,0.089221
high_friction_shift,knn_repair_memory_v4,6,32,0.156250,0.127818,0.163780,0.025388,0.218750,0.145527,0.135917,0.049575,0.375878,0.234485,0.000000,0.122854
high_friction_shift,knn_repair_memory_v4,7,32,0.062500,0.085212,0.149872,0.020320,0.437500,0.174633,0.204651,0.051013,0.399869,0.196426,0.000000,0.112265
high_friction_shift,last_repair_memory,0,32,0.000000,0.000000,0.202332,0.025073,0.468750,0.175669,0.257755,0.055033,0.053819,0.162812,0.000000,0.174347
high_friction_shift,last_repair_memory,1,32,0.062500,0.085212,0.145744,0.018628,0.312500,0.163169,0.155165,0.053987,0.053819,0.162812,0.000000,0.121653
high_friction_shift,last_repair_memory,2,32,0.156250,0.127818,0.167043,0.023179,0.218750,0.145527,0.148495,0.057415,0.053819,0.162812,0.000000,0.134328
high_friction_shift,last_repair_memory,3,32,0.156250,0.127818,0.142115,0.020521,0.218750,0.145527,0.131748,0.049264,0.053819,0.162812,0.000000,0.119821
high_friction_shift,last_repair_memory,4,32,0.062500,0.085212,0.146398,0.017311,0.281250,0.158274,0.153360,0.053786,0.053819,0.162812,0.000000,0.118674
high_friction_shift,last_repair_memory,5,32,0.156250,0.127818,0.139540,0.018930,0.281250,0.158274,0.155872,0.050530,0.053819,0.162812,0.000000,0.125467
high_friction_shift,last_repair_memory,6,32,0.125000,0.116422,0.177603,0.025766,0.187500,0.137400,0.140542,0.050817,0.053819,0.162812,0.000000,0.146654
high_friction_shift,last_repair_memory,7,32,0.000000,0.000000,0.171140,0.019077,0.437500,0.174633,0.226009,0.045062,0.053819,0.162812,0.000000,0.152661
high_friction_shift,nominal_mpc,0,32,0.000000,0.000000,0.203399,0.025438,0.468750,0.175669,0.258570,0.055414,0.000000,0.000000,0.000000,0.174430
high_friction_shift,nominal_mpc,1,32,0.093750,0.102609,0.143995,0.018815,0.312500,0.163169,0.153396,0.054702,0.000000,0.000000,0.000000,0.127036
high_friction_shift,nominal_mpc,2,32,0.156250,0.127818,0.165954,0.023089,0.218750,0.145527,0.147468,0.057529,0.000000,0.000000,0.000000,0.134925
high_friction_shift,nominal_mpc,3,32,0.156250,0.127818,0.154593,0.022460,0.187500,0.137400,0.134780,0.048250,0.000000,0.000000,0.000000,0.128478
high_friction_shift,nominal_mpc,4,32,0.062500,0.085212,0.146713,0.017400,0.250000,0.152432,0.144300,0.050769,0.000000,0.000000,0.000000,0.120627
high_friction_shift,nominal_mpc,5,32,0.156250,0.127818,0.137002,0.019176,0.281250,0.158274,0.153192,0.049027,0.000000,0.000000,0.000000,0.124751
high_friction_shift,nominal_mpc,6,32,0.093750,0.102609,0.181163,0.024524,0.187500,0.137400,0.144011,0.049697,0.000000,0.000000,0.000000,0.151972
high_friction_shift,nominal_mpc,7,32,0.000000,0.000000,0.173493,0.017880,0.437500,0.174633,0.228197,0.045231,0.000000,0.000000,0.000000,0.152573
high_friction_shift,online_ridge_residual,0,32,0.031250,0.061250,0.161269,0.030362,0.500000,0.176013,0.225674,0.049103,0.787656,0.171103,0.000000,0.138032
high_friction_shift,online_ridge_residual,1,32,0.125000,0.116422,0.133250,0.021311,0.250000,0.152432,0.125550,0.042754,0.787656,0.161716,0.000000,0.099379
high_friction_shift,online_ridge_residual,2,32,0.062500,0.085212,0.180263,0.022763,0.187500,0.137400,0.152272,0.045544,0.787656,0.160690,0.000000,0.107300
high_friction_shift,online_ridge_residual,3,32,0.031250,0.061250,0.151889,0.016948,0.156250,0.127818,0.122487,0.039978,0.787656,0.151565,0.000000,0.094654
high_friction_shift,online_ridge_residual,4,32,0.125000,0.116422,0.146120,0.021496,0.093750,0.102609,0.098575,0.040342,0.787656,0.178699,0.000000,0.112459
high_friction_shift,online_ridge_residual,5,32,0.312500,0.163169,0.111395,0.019926,0.187500,0.137400,0.098877,0.039968,0.787656,0.141135,0.000000,0.069538
high_friction_shift,online_ridge_residual,6,32,0.187500,0.137400,0.156199,0.032053,0.281250,0.158274,0.146950,0.053737,0.787656,0.186469,0.000000,0.127049
high_friction_shift,online_ridge_residual,7,32,0.000000,0.000000,0.199123,0.034372,0.468750,0.175669,0.264874,0.052444,0.787656,0.169363,0.000000,0.130549
high_friction_shift,oracle_hidden_deployment,0,32,0.437500,0.174633,0.086309,0.018232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132514
high_friction_shift,oracle_hidden_deployment,1,32,0.468750,0.175669,0.085208,0.014604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070650
high_friction_shift,oracle_hidden_deployment,2,32,0.468750,0.175669,0.084204,0.015750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105034
high_friction_shift,oracle_hidden_deployment,3,32,0.562500,0.174633,0.077068,0.013480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.126823
high_friction_shift,oracle_hidden_deployment,4,32,0.562500,0.174633,0.077630,0.013489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100592
high_friction_shift,oracle_hidden_deployment,5,32,0.687500,0.163169,0.068690,0.014630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091398
high_friction_shift,oracle_hidden_deployment,6,32,0.500000,0.176013,0.093961,0.020098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091478
high_friction_shift,oracle_hidden_deployment,7,32,0.531250,0.175669,0.076747,0.016684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097735
high_friction_shift,random_candidate,0,32,0.031250,0.061250,0.242330,0.043860,0.375000,0.170424,0.269842,0.071031,0.000000,0.000000,0.000000,0.180804
